id,variable,valor,flag_iqr,flag_zscore,low_iqr,high_iqr
Sep25_89a64a5e,precio,58000000.0,1,1,-6700000.0,21300000.0
Sep25_c57f1398,precio,28900000.0,1,0,-6700000.0,21300000.0
Sep25_d7b460ae,precio,29500000.0,1,0,-6700000.0,21300000.0
Sep25_751cd960,precio,22239999.0,1,0,-6700000.0,21300000.0
Sep25_3ab17d50,precio,29029999.0,1,0,-6700000.0,21300000.0
Sep25_e4290a75,precio,26500000.0,1,0,-6700000.0,21300000.0
Sep25_8accbb41,precio,33250999.0,1,0,-6700000.0,21300000.0
Sep25_861f9811,precio,24700000.0,1,0,-6700000.0,21300000.0
Sep25_d1b1e632,precio,23990000.0,1,0,-6700000.0,21300000.0
Sep25_44c5b25d,precio,32000000.0,1,0,-6700000.0,21300000.0
Sep25_6326a8e9,precio,57000000.0,1,1,-6700000.0,21300000.0
Sep25_1e74b350,precio,26904999.0,1,0,-6700000.0,21300000.0
Sep25_18c1b367,precio,29000000.0,1,0,-6700000.0,21300000.0
Sep25_d9a9ed66,precio,29000000.0,1,0,-6700000.0,21300000.0
Sep25_088fd4ca,precio,56450000.0,1,1,-6700000.0,21300000.0
Sep25_0c8b5cc5,precio,39500000.0,1,1,-6700000.0,21300000.0
Sep25_a66d0bec,precio,27950000.0,1,0,-6700000.0,21300000.0
Sep25_caa509c1,precio,23900000.0,1,0,-6700000.0,21300000.0
Sep25_fdc515e9,precio,49880000.0,1,1,-6700000.0,21300000.0
Sep25_bef0ae88,precio,24304999.0,1,0,-6700000.0,21300000.0
Sep25_6d433059,precio,22500000.0,1,0,-6700000.0,21300000.0
Sep25_41b36442,precio,59000000.0,1,1,-6700000.0,21300000.0
Sep25_77274062,precio,39800000.0,1,1,-6700000.0,21300000.0
Sep25_b2cc179b,precio,39950000.0,1,1,-6700000.0,21300000.0
Sep25_6faba590,precio,31300000.0,1,0,-6700000.0,21300000.0
Sep25_475e2c89,precio,35000000.0,1,0,-6700000.0,21300000.0
Sep25_bfdf179c,precio,45000000.0,1,1,-6700000.0,21300000.0
Sep25_21ace4b2,precio,27000000.0,1,0,-6700000.0,21300000.0
Sep25_26a879ce,precio,30000000.0,1,0,-6700000.0,21300000.0
Sep25_e21c468c,precio,29900999.0,1,0,-6700000.0,21300000.0
Sep25_06ca89e0,precio,21655000.0,1,0,-6700000.0,21300000.0
Sep25_23fb1117,precio,33000000.0,1,0,-6700000.0,21300000.0
Sep25_1b1d27bb,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_f2c6e521,precio,42250999.0,1,1,-6700000.0,21300000.0
Sep25_cd77a036,precio,24000000.0,1,0,-6700000.0,21300000.0
Sep25_50dc721a,precio,23700999.0,1,0,-6700000.0,21300000.0
Sep25_36787b60,precio,28792999.0,1,0,-6700000.0,21300000.0
Sep25_1cd876fc,precio,37500000.0,1,0,-6700000.0,21300000.0
Sep25_0441c067,precio,29900000.0,1,0,-6700000.0,21300000.0
Sep25_2e6bf1c4,precio,27500000.0,1,0,-6700000.0,21300000.0
Sep25_c883e855,precio,32000000.0,1,0,-6700000.0,21300000.0
Sep25_87c68aa7,precio,36900000.0,1,0,-6700000.0,21300000.0
Sep25_2e6db29e,precio,59000000.0,1,1,-6700000.0,21300000.0
Sep25_9793331c,precio,24800000.0,1,0,-6700000.0,21300000.0
Sep25_9c88226f,precio,40500000.0,1,1,-6700000.0,21300000.0
Sep25_de742f9e,precio,39950000.0,1,1,-6700000.0,21300000.0
Sep25_40135480,precio,23290999.0,1,0,-6700000.0,21300000.0
Sep25_b790480b,precio,39000000.0,1,1,-6700000.0,21300000.0
Sep25_4258438b,precio,44000000.0,1,1,-6700000.0,21300000.0
Sep25_54cb27e1,precio,32000000.0,1,0,-6700000.0,21300000.0
Sep25_0196ac3a,precio,24000000.0,1,0,-6700000.0,21300000.0
Sep25_f5745fd3,precio,37000000.0,1,0,-6700000.0,21300000.0
Sep25_b007b656,precio,25500000.0,1,0,-6700000.0,21300000.0
Sep25_7ecb566c,precio,26980000.0,1,0,-6700000.0,21300000.0
Sep25_0c8b5cc5,precio,39500000.0,1,1,-6700000.0,21300000.0
Sep25_8579eabc,precio,25790000.0,1,0,-6700000.0,21300000.0
Sep25_6d63adfe,precio,70000000.0,1,1,-6700000.0,21300000.0
Sep25_9857b9bd,precio,39990000.0,1,1,-6700000.0,21300000.0
Sep25_72ea7388,precio,41200999.0,1,1,-6700000.0,21300000.0
Sep25_f4866c58,precio,31500000.0,1,0,-6700000.0,21300000.0
Sep25_c3a37ab0,precio,27900000.0,1,0,-6700000.0,21300000.0
Sep25_b225119f,precio,54800000.0,1,1,-6700000.0,21300000.0
Sep25_9712d842,precio,35200000.0,1,0,-6700000.0,21300000.0
Sep25_ba444486,precio,38000000.0,1,0,-6700000.0,21300000.0
Sep25_2cc510fc,precio,60000000.0,1,1,-6700000.0,21300000.0
Sep25_e8c04b4e,precio,46900000.0,1,1,-6700000.0,21300000.0
Sep25_c820a215,precio,24990000.0,1,0,-6700000.0,21300000.0
Sep25_09984891,precio,27000000.0,1,0,-6700000.0,21300000.0
Sep25_7b17d86f,precio,27000000.0,1,0,-6700000.0,21300000.0
Sep25_43d57b62,precio,65000000.0,1,1,-6700000.0,21300000.0
Sep25_63098532,precio,34900000.0,1,0,-6700000.0,21300000.0
Sep25_c9296d8e,precio,49000000.0,1,1,-6700000.0,21300000.0
Sep25_62982ee0,precio,40000000.0,1,1,-6700000.0,21300000.0
Sep25_e66533fc,precio,23450000.0,1,0,-6700000.0,21300000.0
Sep25_c0eb227b,precio,23313999.0,1,0,-6700000.0,21300000.0
Sep25_01f7b165,precio,30000000.0,1,0,-6700000.0,21300000.0
Sep25_0758ba90,precio,39400000.0,1,1,-6700000.0,21300000.0
Sep25_0ce3c9a9,precio,28000000.0,1,0,-6700000.0,21300000.0
Sep25_e4f57304,precio,37500000.0,1,0,-6700000.0,21300000.0
Sep25_208c4257,precio,34000000.0,1,0,-6700000.0,21300000.0
Sep25_07e59882,precio,38000000.0,1,0,-6700000.0,21300000.0
Sep25_38014cbf,precio,32500999.0,1,0,-6700000.0,21300000.0
Sep25_66445eb4,precio,42990000.0,1,1,-6700000.0,21300000.0
Sep25_9ac72c27,precio,34500000.0,1,0,-6700000.0,21300000.0
Sep25_5064df02,precio,50000000.0,1,1,-6700000.0,21300000.0
Sep25_9bd82f7a,precio,26500000.0,1,0,-6700000.0,21300000.0
Sep25_38dbe5d5,precio,27895000.0,1,0,-6700000.0,21300000.0
Sep25_23e0f05a,precio,25000000.0,1,0,-6700000.0,21300000.0
Sep25_26774284,precio,21450000.0,1,0,-6700000.0,21300000.0
Sep25_bbd930f1,precio,55000000.0,1,1,-6700000.0,21300000.0
Sep25_963ad328,precio,32120999.0,1,0,-6700000.0,21300000.0
Sep25_7efec98a,precio,60000000.0,1,1,-6700000.0,21300000.0
Sep25_037739ad,precio,27145999.0,1,0,-6700000.0,21300000.0
Sep25_739044b6,precio,24500000.0,1,0,-6700000.0,21300000.0
Sep25_2328bccd,precio,24900000.0,1,0,-6700000.0,21300000.0
Sep25_b6d3c855,precio,31850000.0,1,0,-6700000.0,21300000.0
Sep25_056260ba,precio,24000000.0,1,0,-6700000.0,21300000.0
Sep25_906a6660,precio,25913999.0,1,0,-6700000.0,21300000.0
Sep25_6f44c8fe,precio,36000000.0,1,0,-6700000.0,21300000.0
Sep25_7c98e397,precio,32000000.0,1,0,-6700000.0,21300000.0
Sep25_68863d4a,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_84e87040,precio,39500000.0,1,1,-6700000.0,21300000.0
Sep25_e7fe871d,precio,27400999.0,1,0,-6700000.0,21300000.0
Sep25_795ecebe,precio,22500000.0,1,0,-6700000.0,21300000.0
Sep25_8914e6e9,precio,45000000.0,1,1,-6700000.0,21300000.0
Sep25_02eeae57,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_f7e4253c,precio,22150000.0,1,0,-6700000.0,21300000.0
Sep25_ffbe87d1,precio,34000000.0,1,0,-6700000.0,21300000.0
Sep25_a4c0b3aa,precio,25100000.0,1,0,-6700000.0,21300000.0
Sep25_4d02b938,precio,21750000.0,1,0,-6700000.0,21300000.0
Sep25_7ce2695a,precio,72000000.0,1,1,-6700000.0,21300000.0
Sep25_8a03c4ce,precio,36900000.0,1,0,-6700000.0,21300000.0
Sep25_ae5ef12d,precio,30000000.0,1,0,-6700000.0,21300000.0
Sep25_b77f2408,precio,23900000.0,1,0,-6700000.0,21300000.0
Sep25_7d5b123d,precio,45400000.0,1,1,-6700000.0,21300000.0
Sep25_3668fd89,precio,56009999.0,1,1,-6700000.0,21300000.0
Sep25_0c8b5cc5,precio,39500000.0,1,1,-6700000.0,21300000.0
Sep25_3ebce08d,precio,75000000.0,1,1,-6700000.0,21300000.0
Sep25_60f608a4,precio,26000000.0,1,0,-6700000.0,21300000.0
Sep25_ea1c5bc2,precio,23800000.0,1,0,-6700000.0,21300000.0
Sep25_1d45bd33,precio,69900000.0,1,1,-6700000.0,21300000.0
Sep25_0817c4ed,precio,27750999.0,1,0,-6700000.0,21300000.0
Sep25_1fcec703,precio,57290000.0,1,1,-6700000.0,21300000.0
Sep25_72328c90,precio,24800000.0,1,0,-6700000.0,21300000.0
Sep25_2180c888,precio,36900000.0,1,0,-6700000.0,21300000.0
Sep25_3789e188,precio,44950000.0,1,1,-6700000.0,21300000.0
Sep25_80679a65,precio,57000000.0,1,1,-6700000.0,21300000.0
Sep25_8ad5cc2b,precio,59990000.0,1,1,-6700000.0,21300000.0
Sep25_8e47eb1b,precio,59000000.0,1,1,-6700000.0,21300000.0
Sep25_b2e7a03a,precio,35900000.0,1,0,-6700000.0,21300000.0
Sep25_607ff9df,precio,28000000.0,1,0,-6700000.0,21300000.0
Sep25_19d10e35,precio,23300000.0,1,0,-6700000.0,21300000.0
Sep25_18d675ac,precio,21490000.0,1,0,-6700000.0,21300000.0
Sep25_d4825d10,precio,59000000.0,1,1,-6700000.0,21300000.0
Sep25_e138036e,precio,40000000.0,1,1,-6700000.0,21300000.0
Sep25_c0774c68,precio,76000000.0,1,1,-6700000.0,21300000.0
Sep25_406aa27f,precio,33000000.0,1,0,-6700000.0,21300000.0
Sep25_afbfdef9,precio,59000000.0,1,1,-6700000.0,21300000.0
Sep25_c1cfa7c6,precio,39900000.0,1,1,-6700000.0,21300000.0
Sep25_bb87f7bd,precio,41700000.0,1,1,-6700000.0,21300000.0
Sep25_06baafe4,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_82f66161,precio,38000000.0,1,0,-6700000.0,21300000.0
Sep25_eb8d724f,precio,55000000.0,1,1,-6700000.0,21300000.0
Sep25_dc777b5a,precio,44000000.0,1,1,-6700000.0,21300000.0
Sep25_897dfb19,precio,59000000.0,1,1,-6700000.0,21300000.0
Sep25_40ee12e5,precio,24000000.0,1,0,-6700000.0,21300000.0
Sep25_22262e7d,precio,23000000.0,1,0,-6700000.0,21300000.0
Sep25_38de9372,precio,23000000.0,1,0,-6700000.0,21300000.0
Sep25_52f003b9,precio,31780000.0,1,0,-6700000.0,21300000.0
Sep25_0df2ca4f,precio,37282700.0,1,0,-6700000.0,21300000.0
Sep25_91bfabad,precio,38918000.0,1,1,-6700000.0,21300000.0
Sep25_70ff3a50,precio,26359200.0,1,0,-6700000.0,21300000.0
Sep25_25686e12,precio,28250844.0,1,0,-6700000.0,21300000.0
Sep25_35211301,precio,28719156.0,1,0,-6700000.0,21300000.0
Sep25_8f70ec6c,precio,45294753.0,1,1,-6700000.0,21300000.0
Sep25_bebe2ea8,precio,33837600.0,1,0,-6700000.0,21300000.0
Sep25_9474321e,precio,21716888.0,1,0,-6700000.0,21300000.0
Sep25_dd4754cc,precio,79000000.0,1,1,-6700000.0,21300000.0
Sep25_7c98e397,precio,32000000.0,1,0,-6700000.0,21300000.0
Sep25_b857b9ae,precio,31000000.0,1,0,-6700000.0,21300000.0
Sep25_cd72a2fd,precio,21950000.0,1,0,-6700000.0,21300000.0
Sep25_6c5405f2,precio,38000000.0,1,0,-6700000.0,21300000.0
Sep25_dd789b5f,precio,22200000.0,1,0,-6700000.0,21300000.0
Sep25_7972a6e1,precio,28000000.0,1,0,-6700000.0,21300000.0
Sep25_d7c683c0,precio,39500000.0,1,1,-6700000.0,21300000.0
Sep25_236b7c0d,precio,60000000.0,1,1,-6700000.0,21300000.0
Sep25_c90fc911,precio,29122999.0,1,0,-6700000.0,21300000.0
Sep25_a4fcf8ed,precio,46150999.0,1,1,-6700000.0,21300000.0
Sep25_823e1c57,precio,43900000.0,1,1,-6700000.0,21300000.0
Sep25_7c98e397,precio,32000000.0,1,0,-6700000.0,21300000.0
Sep25_26f2ac49,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_c86d493b,precio,24750000.0,1,0,-6700000.0,21300000.0
Sep25_38014cbf,precio,32500999.0,1,0,-6700000.0,21300000.0
Sep25_e0324e52,precio,30000000.0,1,0,-6700000.0,21300000.0
Sep25_966f4892,precio,29900999.0,1,0,-6700000.0,21300000.0
Sep25_729fd0a3,precio,44800000.0,1,1,-6700000.0,21300000.0
Sep25_31b37907,precio,41500000.0,1,1,-6700000.0,21300000.0
Sep25_892b4100,precio,22354999.0,1,0,-6700000.0,21300000.0
Sep25_13357eb5,precio,35000000.0,1,0,-6700000.0,21300000.0
Sep25_0d937fa5,precio,28597999.0,1,0,-6700000.0,21300000.0
Sep25_e15c9c16,precio,39800000.0,1,1,-6700000.0,21300000.0
Sep25_a752e514,precio,22450000.0,1,0,-6700000.0,21300000.0
Sep25_9171e20d,precio,50900999.0,1,1,-6700000.0,21300000.0
Sep25_375c388e,precio,32058999.0,1,0,-6700000.0,21300000.0
Sep25_f3559d9f,precio,43000000.0,1,1,-6700000.0,21300000.0
Sep25_c6f74177,precio,29900000.0,1,0,-6700000.0,21300000.0
Sep25_dc5ac873,precio,23500000.0,1,0,-6700000.0,21300000.0
Sep25_6d8079d1,precio,23500000.0,1,0,-6700000.0,21300000.0
Sep25_8821955d,precio,23950000.0,1,0,-6700000.0,21300000.0
Sep25_5657c77d,precio,48250999.0,1,1,-6700000.0,21300000.0
Sep25_27b335ce,precio,41500000.0,1,1,-6700000.0,21300000.0
Sep25_c691d7d6,precio,35900000.0,1,0,-6700000.0,21300000.0
Sep25_119bf6ec,precio,55000000.0,1,1,-6700000.0,21300000.0
Sep25_5a85093a,precio,45000000.0,1,1,-6700000.0,21300000.0
Sep25_119bf6ec,precio,55000000.0,1,1,-6700000.0,21300000.0
Sep25_ce88a17b,precio,34400000.0,1,0,-6700000.0,21300000.0
Sep25_e0a88254,precio,35000000.0,1,0,-6700000.0,21300000.0
Sep25_64dd8ce5,precio,34681999.0,1,0,-6700000.0,21300000.0
Sep25_3c7a614f,precio,26000000.0,1,0,-6700000.0,21300000.0
Sep25_a866647d,precio,30000000.0,1,0,-6700000.0,21300000.0
Sep25_886b75f0,precio,23990000.0,1,0,-6700000.0,21300000.0
Sep25_ebce9883,precio,49500000.0,1,1,-6700000.0,21300000.0
Sep25_d62f0419,precio,29000000.0,1,0,-6700000.0,21300000.0
Sep25_1a21c710,precio,34999000.0,1,0,-6700000.0,21300000.0
Sep25_52d1449d,precio,24900000.0,1,0,-6700000.0,21300000.0
Sep25_ef7b7d0b,precio,33000000.0,1,0,-6700000.0,21300000.0
Sep25_3b135edd,precio,37500000.0,1,0,-6700000.0,21300000.0
Sep25_9de0f89e,precio,39900000.0,1,1,-6700000.0,21300000.0
Sep25_512a3f75,precio,21900000.0,1,0,-6700000.0,21300000.0
Sep25_8e04fc89,precio,60000000.0,1,1,-6700000.0,21300000.0
Sep25_88899f40,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_f6bfe4f3,precio,25000000.0,1,0,-6700000.0,21300000.0
Sep25_f7814afd,precio,28000000.0,1,0,-6700000.0,21300000.0
Sep25_68547a2b,precio,47000000.0,1,1,-6700000.0,21300000.0
Sep25_4a5721cb,precio,30450000.0,1,0,-6700000.0,21300000.0
Sep25_60fa2519,precio,52500000.0,1,1,-6700000.0,21300000.0
Sep25_b5a01ba3,precio,24800000.0,1,0,-6700000.0,21300000.0
Sep25_cef9ce8e,precio,29900000.0,1,0,-6700000.0,21300000.0
Sep25_4d133b4a,precio,49700000.0,1,1,-6700000.0,21300000.0
Sep25_df3c5340,precio,24700000.0,1,0,-6700000.0,21300000.0
Sep25_a87c9597,precio,72000000.0,1,1,-6700000.0,21300000.0
Sep25_9cef469b,precio,24990000.0,1,0,-6700000.0,21300000.0
Sep25_b5378131,precio,28928000.0,1,0,-6700000.0,21300000.0
Sep25_e071b540,precio,29000000.0,1,0,-6700000.0,21300000.0
Sep25_adc80897,precio,23530000.0,1,0,-6700000.0,21300000.0
Sep25_f2624217,precio,26500000.0,1,0,-6700000.0,21300000.0
Sep25_59e0280e,precio,22220000.0,1,0,-6700000.0,21300000.0
Sep25_18dbb141,precio,35000000.0,1,0,-6700000.0,21300000.0
Sep25_8a3991b1,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_bb3e2dd1,precio,23000000.0,1,0,-6700000.0,21300000.0
Sep25_28fdd303,precio,24000000.0,1,0,-6700000.0,21300000.0
Sep25_f3b6b37d,precio,25000000.0,1,0,-6700000.0,21300000.0
Sep25_c17c6e2e,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_c2f74c5a,precio,24500000.0,1,0,-6700000.0,21300000.0
Sep25_213aa343,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_90f04b6b,precio,26900000.0,1,0,-6700000.0,21300000.0
Sep25_73bf96b3,precio,23280000.0,1,0,-6700000.0,21300000.0
Sep25_66955bd4,precio,26500000.0,1,0,-6700000.0,21300000.0
Sep25_2e7ba671,precio,28900000.0,1,0,-6700000.0,21300000.0
Sep25_6087ac63,precio,21800000.0,1,0,-6700000.0,21300000.0
Sep25_fba3b17b,precio,25000000.0,1,0,-6700000.0,21300000.0
Sep25_78c1b8e4,precio,22500000.0,1,0,-6700000.0,21300000.0
Sep25_ed556ec9,precio,28500000.0,1,0,-6700000.0,21300000.0
Sep25_59ecf2cf,precio,23728000.0,1,0,-6700000.0,21300000.0
Sep25_184136e8,precio,35330000.0,1,0,-6700000.0,21300000.0
Sep25_159dc245,precio,29990000.0,1,0,-6700000.0,21300000.0
Sep25_d4776d00,precio,23000000.0,1,0,-6700000.0,21300000.0
Sep25_2ea196d2,precio,23000000.0,1,0,-6700000.0,21300000.0
Sep25_a09e4710,precio,23500000.0,1,0,-6700000.0,21300000.0
Sep25_f65df462,precio,22900000.0,1,0,-6700000.0,21300000.0
Sep25_4c0fb29f,precio,23000000.0,1,0,-6700000.0,21300000.0
Sep25_dec99eff,precio,22320000.0,1,0,-6700000.0,21300000.0
Sep25_8b9bf443,precio,28000000.0,1,0,-6700000.0,21300000.0
Sep25_cb69d761,precio,25500000.0,1,0,-6700000.0,21300000.0
Sep25_5bbff745,precio,21850000.0,1,0,-6700000.0,21300000.0
Sep25_e53a55bc,precio,30000000.0,1,0,-6700000.0,21300000.0
Sep25_09e10d0f,precio,26500000.0,1,0,-6700000.0,21300000.0
Sep25_38868783,precio,37000000.0,1,0,-6700000.0,21300000.0
Sep25_7b528844,precio,23790000.0,1,0,-6700000.0,21300000.0
Sep25_88769c64,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_68cdef52,precio,27000000.0,1,0,-6700000.0,21300000.0
Sep25_512325b1,precio,30000000.0,1,0,-6700000.0,21300000.0
Sep25_439e78ac,precio,38300500.0,1,0,-6700000.0,21300000.0
Sep25_70055d45,precio,38900000.0,1,1,-6700000.0,21300000.0
Sep25_32cd985b,precio,28900000.0,1,0,-6700000.0,21300000.0
Sep25_6a2c5b57,precio,25500000.0,1,0,-6700000.0,21300000.0
Sep25_6fa9adce,precio,34000000.0,1,0,-6700000.0,21300000.0
Sep25_a8d20e96,precio,30791400.0,1,0,-6700000.0,21300000.0
Sep25_51b76b22,precio,21500000.0,1,0,-6700000.0,21300000.0
Sep25_6848795d,precio,28725000.0,1,0,-6700000.0,21300000.0
Sep25_c9877d42,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_40ba950a,precio,26900000.0,1,0,-6700000.0,21300000.0
Sep25_834e3157,precio,24000000.0,1,0,-6700000.0,21300000.0
Sep25_c36f1560,precio,24440000.0,1,0,-6700000.0,21300000.0
Sep25_5ea7c3e8,precio,36231000.0,1,0,-6700000.0,21300000.0
Sep25_43e10a33,precio,25500000.0,1,0,-6700000.0,21300000.0
Sep25_d52b7351,precio,22500000.0,1,0,-6700000.0,21300000.0
Sep25_3937b811,precio,25000000.0,1,0,-6700000.0,21300000.0
Sep25_d1dc330e,precio,23700000.0,1,0,-6700000.0,21300000.0
Sep25_d15a5fe6,precio,48000000.0,1,1,-6700000.0,21300000.0
Sep25_5f9d6a79,precio,37500000.0,1,0,-6700000.0,21300000.0
Sep25_e8fe1bcb,precio,21500000.0,1,0,-6700000.0,21300000.0
Sep25_82123e48,precio,23500000.0,1,0,-6700000.0,21300000.0
Sep25_8865e00b,precio,27850000.0,1,0,-6700000.0,21300000.0
Sep25_3c2a7dea,precio,60000000.0,1,1,-6700000.0,21300000.0
Sep25_71bb5d5e,precio,35000000.0,1,0,-6700000.0,21300000.0
Sep25_063984db,precio,23990000.0,1,0,-6700000.0,21300000.0
Sep25_fca55d3f,precio,28490000.0,1,0,-6700000.0,21300000.0
Sep25_57bf76b0,precio,22900000.0,1,0,-6700000.0,21300000.0
Sep25_a32a2c56,precio,33000000.0,1,0,-6700000.0,21300000.0
Sep25_030d6653,precio,21900000.0,1,0,-6700000.0,21300000.0
Sep25_d3c89b33,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_6fab204f,precio,27890000.0,1,0,-6700000.0,21300000.0
Sep25_65570c1e,precio,41000000.0,1,1,-6700000.0,21300000.0
Sep25_9b182104,precio,23580000.0,1,0,-6700000.0,21300000.0
Sep25_7c05d45f,precio,33000000.0,1,0,-6700000.0,21300000.0
Sep25_456698f2,precio,21900000.0,1,0,-6700000.0,21300000.0
Sep25_7eb19ed2,precio,23900000.0,1,0,-6700000.0,21300000.0
Sep25_2054cccd,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_5cebccba,precio,67000000.0,1,1,-6700000.0,21300000.0
Sep25_1a5c9c17,precio,37990000.0,1,0,-6700000.0,21300000.0
Sep25_2f4b6231,precio,24990000.0,1,0,-6700000.0,21300000.0
Sep25_f1469a1c,precio,32500000.0,1,0,-6700000.0,21300000.0
Sep25_88af1e0a,precio,21463020.0,1,0,-6700000.0,21300000.0
Sep25_890cd328,precio,30502984.0,1,0,-6700000.0,21300000.0
Sep25_b68de0e1,precio,35000000.0,1,0,-6700000.0,21300000.0
Sep25_da4d2c81,precio,22750000.0,1,0,-6700000.0,21300000.0
Sep25_d34df921,precio,60000000.0,1,1,-6700000.0,21300000.0
Sep25_57f84112,precio,30917110.0,1,0,-6700000.0,21300000.0
Sep25_be9eab2d,precio,32445952.0,1,0,-6700000.0,21300000.0
Sep25_110a5c56,precio,35799568.0,1,0,-6700000.0,21300000.0
Sep25_b5719b20,precio,27145999.0,1,0,-6700000.0,21300000.0
Sep25_9763a871,area_m2,1100.0,1,1,-230.0,618.0
Sep25_cc1b89d4,area_m2,828.0,1,0,-230.0,618.0
Sep25_33d9f512,area_m2,673.0,1,0,-230.0,618.0
Sep25_3407a827,area_m2,692.0,1,0,-230.0,618.0
Sep25_2ebafa62,area_m2,620.0,1,0,-230.0,618.0
Sep25_77bd80e3,area_m2,920.0,1,1,-230.0,618.0
Sep25_bf2d17d2,area_m2,650.0,1,0,-230.0,618.0
Sep25_366d4cfa,area_m2,678.0,1,0,-230.0,618.0
Sep25_8895356c,area_m2,980.0,1,1,-230.0,618.0
Sep25_aa8d9a34,area_m2,1100.0,1,1,-230.0,618.0
Sep25_6277b0d7,area_m2,1140.0,1,1,-230.0,618.0
Sep25_0c427024,area_m2,700.0,1,0,-230.0,618.0
Sep25_000bffd5,area_m2,837.0,1,0,-230.0,618.0
Sep25_29339ef1,area_m2,636.0,1,0,-230.0,618.0
Sep25_ed91298e,area_m2,1474.0,1,1,-230.0,618.0
Sep25_988bcdce,area_m2,662.0,1,0,-230.0,618.0
Sep25_e75f8f78,area_m2,800.0,1,0,-230.0,618.0
Sep25_828659e0,area_m2,1200.0,1,1,-230.0,618.0
Sep25_88f46d50,area_m2,1000.0,1,1,-230.0,618.0
Sep25_5f340983,area_m2,1152.0,1,1,-230.0,618.0
Sep25_78248d06,area_m2,663.0,1,0,-230.0,618.0
Sep25_855bbdff,area_m2,1000.0,1,1,-230.0,618.0
Sep25_819746f2,area_m2,1000.0,1,1,-230.0,618.0
Sep25_26d75fc2,area_m2,900.0,1,1,-230.0,618.0
Sep25_536a9d7c,area_m2,689.0,1,0,-230.0,618.0
Sep25_5861f705,area_m2,1085.0,1,1,-230.0,618.0
Sep25_fd9af4c0,area_m2,700.0,1,0,-230.0,618.0
Sep25_3c04c1e6,area_m2,826.0,1,0,-230.0,618.0
Sep25_8b1569fc,area_m2,1300.0,1,1,-230.0,618.0
Sep25_091e33eb,area_m2,792.0,1,0,-230.0,618.0
Sep25_95728795,area_m2,810.0,1,0,-230.0,618.0
Sep25_adcdd5a5,area_m2,650.0,1,0,-230.0,618.0
Sep25_e415878f,area_m2,649.0,1,0,-230.0,618.0
Sep25_64752fac,area_m2,671.0,1,0,-230.0,618.0
Sep25_b6eae0af,area_m2,771.0,1,0,-230.0,618.0
Sep25_9c8b35f1,area_m2,682.0,1,0,-230.0,618.0
Sep25_3edbfe03,area_m2,630.0,1,0,-230.0,618.0
Sep25_4702987b,area_m2,900.0,1,1,-230.0,618.0
Sep25_214fc2a3,area_m2,2000.0,1,1,-230.0,618.0
Sep25_f22262a9,area_m2,1131.0,1,1,-230.0,618.0
Sep25_7f818fd1,area_m2,690.0,1,0,-230.0,618.0
Sep25_98d9090a,area_m2,800.0,1,0,-230.0,618.0
